index,host_identity_verified,boro,instant_bookable,cancellation_policy,room_type,price,service_fee,minimum_nights,review_rate_number
19292,True,brooklyn,True,flexible,entire,880.0,176.0,3.0,3.0
19293,True,brooklyn,True,moderate,privater,1120.0,224.0,1.0,2.0
19294,True,manhattan,True,flexible,entire,1089.0,218.0,4.0,2.0
19295,True,manhattan,True,flexible,entire,1125.0,225.0,14.0,4.0
19296,True,brooklyn,False,strict,privater,190.0,38.0,2.0,3.0
19297,False,manhattan,False,moderate,privater,86.0,17.0,2.0,5.0
19298,True,brooklyn,False,strict,privater,1182.0,236.0,1.0,4.0
19299,False,queens,True,strict,entire,980.0,196.0,1.0,5.0
19300,True,manhattan,False,flexible,entire,689.0,138.0,3.0,2.0
19301,False,brooklyn,False,flexible,privater,485.0,97.0,30.0,4.0
19302,True,queens,True,flexible,entire,875.0,175.0,5.0,2.0
19303,False,queens,False,flexible,privater,1188.0,238.0,2.0,4.0
19304,False,queens,True,moderate,privater,231.0,46.0,1.0,5.0
19305,False,manhattan,True,strict,entire,209.0,42.0,15.0,5.0
19306,False,brooklyn,True,strict,entire,650.0,130.0,1.0,4.0
19307,True,brooklyn,False,flexible,privater,622.0,124.0,5.0,5.0
19308,True,queens,False,moderate,entire,868.0,174.0,10.0,4.0
19309,True,queens,True,strict,privater,880.0,176.0,3.0,4.0
19310,True,brooklyn,False,strict,privater,423.0,85.0,1.0,5.0
19311,False,manhattan,False,flexible,privater,56.0,11.0,6.0,4.0
19312,True,brooklyn,False,flexible,privater,381.0,76.0,2.0,2.0
19313,True,queens,True,strict,privater,801.0,160.0,3.0,4.0
19314,True,brooklyn,False,flexible,entire,1082.0,216.0,1.0,5.0
19315,False,brooklyn,False,strict,entire,460.0,92.0,5.0,3.0
19316,False,brooklyn,False,flexible,privater,286.0,57.0,4.0,3.0
19317,False,brooklyn,True,strict,entire,469.0,94.0,2.0,4.0
19318,False,brooklyn,True,moderate,entire,620.0,124.0,30.0,3.0
19319,False,brooklyn,False,strict,entire,53.0,11.0,30.0,4.0
19320,False,manhattan,False,flexible,privater,138.0,28.0,4.0,3.0
19321,True,brooklyn,False,moderate,privater,834.0,167.0,3.0,2.0
19322,False,manhattan,False,strict,entire,430.0,86.0,2.0,2.0
19323,True,manhattan,True,flexible,entire,877.0,175.0,30.0,4.0
19324,True,brooklyn,False,flexible,entire,589.0,118.0,15.0,2.0
19325,True,brooklyn,True,flexible,entire,1198.0,240.0,3.0,2.0
19326,True,brooklyn,False,strict,privater,273.0,55.0,3.0,5.0
19327,True,manhattan,True,moderate,entire,319.0,64.0,2.0,5.0
19328,False,brooklyn,True,moderate,entire,905.0,181.0,30.0,4.0
19329,False,manhattan,True,flexible,privater,152.0,30.0,6.0,4.0
19330,True,manhattan,False,flexible,entire,929.0,186.0,30.0,2.0
19331,False,manhattan,False,strict,privater,1078.0,216.0,4.0,2.0
19332,True,bronx,True,flexible,privater,713.0,143.0,3.0,3.0
19333,False,brooklyn,True,moderate,entire,86.0,17.0,7.0,2.0
19334,True,manhattan,False,strict,privater,699.0,140.0,5.0,2.0
19335,False,brooklyn,False,strict,entire,844.0,169.0,5.0,4.0
19336,True,brooklyn,False,moderate,entire,222.0,44.0,30.0,4.0
19337,False,queens,True,flexible,privater,416.0,83.0,30.0,4.0
19338,False,brooklyn,True,flexible,entire,423.0,85.0,30.0,3.0
19339,False,manhattan,True,flexible,entire,320.0,64.0,5.0,5.0
19340,False,manhattan,False,moderate,entire,986.0,197.0,3.0,5.0
19341,False,manhattan,True,moderate,privater,912.0,182.0,4.0,2.0
19342,True,queens,False,strict,entire,663.0,133.0,7.0,4.0
19343,False,queens,False,strict,privater,826.0,165.0,30.0,2.0
19344,False,queens,True,strict,entire,470.0,94.0,7.0,5.0
19345,False,manhattan,False,strict,privater,1056.0,211.0,1.0,3.0
19346,False,brooklyn,True,moderate,entire,887.0,177.0,3.0,2.0
19347,False,brooklyn,True,strict,privater,829.0,166.0,7.0,4.0
19348,True,manhattan,False,flexible,entire,350.0,70.0,1.0,2.0
19349,False,queens,True,moderate,privater,922.0,184.0,7.0,4.0
19350,True,brooklyn,False,moderate,privater,769.0,154.0,4.0,4.0
19351,False,brooklyn,True,moderate,privater,61.0,12.0,3.0,5.0
19352,False,brooklyn,True,strict,entire,429.0,86.0,3.0,5.0
19353,True,queens,False,strict,entire,1128.0,226.0,30.0,3.0
19354,True,queens,True,strict,entire,187.0,37.0,7.0,4.0
19355,True,manhattan,True,strict,entire,1158.0,232.0,3.0,5.0
19356,False,brooklyn,True,strict,entire,199.0,40.0,3.0,3.0
19357,True,manhattan,True,flexible,privater,591.0,118.0,6.0,2.0
19358,True,brooklyn,True,moderate,privater,1069.0,214.0,4.0,5.0
19359,True,brooklyn,True,flexible,entire,917.0,183.0,5.0,5.0
19360,True,manhattan,False,moderate,entire,952.0,190.0,30.0,2.0
19361,True,manhattan,False,flexible,entire,304.0,61.0,5.0,5.0
19362,False,manhattan,True,strict,entire,73.0,15.0,30.0,3.0
19363,False,brooklyn,True,moderate,entire,392.0,78.0,27.0,4.0
19364,False,brooklyn,True,moderate,privater,965.0,193.0,3.0,3.0
19365,False,brooklyn,False,moderate,privater,1079.0,216.0,30.0,3.0
19366,True,bronx,False,strict,entire,981.0,196.0,2.0,3.0
19367,False,manhattan,False,moderate,entire,935.0,187.0,7.0,5.0
19368,False,brooklyn,True,moderate,entire,684.0,137.0,2.0,2.0
19369,False,queens,False,strict,entire,275.0,55.0,3.0,5.0
19370,False,manhattan,False,strict,privater,1171.0,234.0,3.0,3.0
19371,False,brooklyn,False,flexible,privater,974.0,195.0,3.0,5.0
19372,True,manhattan,False,flexible,privater,749.0,150.0,1.0,3.0
19373,False,brooklyn,False,flexible,entire,757.0,151.0,8.0,2.0
19374,False,manhattan,True,moderate,hotelr,534.0,107.0,1.0,3.0
19375,True,brooklyn,False,flexible,privater,740.0,148.0,9.0,4.0
19376,False,brooklyn,True,moderate,privater,607.0,121.0,3.0,3.0
19377,True,queens,False,moderate,privater,969.0,194.0,2.0,2.0
19378,False,brooklyn,True,strict,entire,413.0,83.0,1.0,3.0
19379,True,queens,True,moderate,privater,1174.0,235.0,7.0,3.0
19380,False,brooklyn,False,moderate,privater,238.0,48.0,4.0,4.0
19381,False,brooklyn,False,moderate,privater,873.0,175.0,1.0,3.0
19382,True,brooklyn,True,moderate,privater,653.0,131.0,2.0,5.0
19383,True,queens,False,moderate,privater,78.0,16.0,3.0,3.0
19384,True,brooklyn,False,strict,entire,606.0,121.0,5.0,4.0
19385,True,bronx,False,flexible,privater,724.0,145.0,30.0,4.0
19386,False,manhattan,True,flexible,sharedr,364.0,73.0,6.0,2.0
19387,True,manhattan,False,flexible,privater,433.0,87.0,2.0,4.0
19388,True,brooklyn,False,strict,privater,1153.0,231.0,1.0,3.0
19389,False,brooklyn,False,strict,privater,1009.0,202.0,3.0,5.0
19390,True,brooklyn,True,flexible,privater,342.0,68.0,3.0,3.0
19391,True,brooklyn,True,moderate,entire,138.0,28.0,3.0,3.0
19392,False,brooklyn,True,strict,privater,1068.0,214.0,2.0,5.0
19393,False,manhattan,True,strict,entire,418.0,84.0,1.0,5.0
19394,True,manhattan,True,flexible,entire,423.0,85.0,31.0,4.0
19395,False,manhattan,False,flexible,entire,103.0,21.0,4.0,4.0
19396,False,queens,False,strict,entire,863.0,173.0,2.0,5.0
19397,True,queens,True,strict,privater,54.0,11.0,1.0,5.0
19398,True,manhattan,True,flexible,entire,216.0,43.0,30.0,3.0
19399,False,brooklyn,True,flexible,privater,1047.0,209.0,4.0,3.0
19400,False,manhattan,False,flexible,privater,131.0,26.0,2.0,2.0
19401,True,manhattan,True,flexible,privater,698.0,140.0,1.0,3.0
19402,True,manhattan,True,flexible,entire,1176.0,235.0,30.0,3.0
19403,True,brooklyn,True,moderate,entire,577.0,115.0,50.0,5.0
19404,True,brooklyn,True,strict,privater,103.0,21.0,31.0,4.0
19405,False,brooklyn,True,moderate,entire,376.0,75.0,1.0,3.0
19406,False,manhattan,True,moderate,entire,236.0,47.0,4.0,4.0
19407,True,brooklyn,False,strict,entire,862.0,172.0,30.0,2.0
19408,False,brooklyn,False,flexible,privater,822.0,164.0,3.0,2.0
19409,True,manhattan,False,flexible,entire,1019.0,204.0,30.0,5.0
19410,True,brooklyn,True,flexible,entire,110.0,22.0,2.0,4.0
19411,False,queens,True,flexible,entire,245.0,49.0,10.0,5.0
19412,False,brooklyn,True,flexible,privater,694.0,139.0,2.0,5.0
19413,False,manhattan,True,strict,entire,790.0,158.0,30.0,3.0
19414,False,brooklyn,True,strict,privater,1079.0,216.0,2.0,3.0
19415,True,brooklyn,False,moderate,entire,482.0,96.0,4.0,2.0
19416,False,manhattan,True,strict,privater,990.0,198.0,50.0,5.0
19417,False,queens,False,flexible,privater,1030.0,206.0,7.0,5.0
19418,True,brooklyn,False,moderate,entire,1110.0,222.0,25.0,4.0
19419,False,bronx,True,flexible,entire,334.0,67.0,1.0,5.0
19420,False,brooklyn,False,strict,entire,312.0,62.0,3.0,3.0
19421,False,manhattan,False,flexible,privater,531.0,106.0,2.0,5.0
19422,True,manhattan,False,strict,privater,1020.0,204.0,2.0,3.0
19423,False,brooklyn,False,flexible,privater,104.0,21.0,3.0,5.0
19424,True,manhattan,True,strict,entire,953.0,191.0,30.0,5.0
19425,False,brooklyn,True,flexible,privater,418.0,84.0,3.0,4.0
19426,False,manhattan,True,strict,entire,864.0,173.0,4.0,3.0
19427,True,manhattan,False,strict,entire,984.0,197.0,4.0,2.0
19428,True,brooklyn,False,flexible,privater,1070.0,214.0,1.0,4.0
19429,True,brooklyn,False,moderate,entire,536.0,107.0,4.0,4.0
19430,True,manhattan,False,strict,privater,450.0,90.0,1.0,4.0
19431,True,brooklyn,True,flexible,entire,1051.0,210.0,1.0,2.0
19432,True,queens,True,moderate,privater,365.0,73.0,3.0,4.0
19433,True,brooklyn,True,flexible,entire,1086.0,217.0,5.0,5.0
19434,False,brooklyn,False,flexible,entire,802.0,160.0,30.0,3.0
19435,True,manhattan,True,moderate,privater,890.0,178.0,1.0,2.0
19436,True,brooklyn,False,flexible,entire,496.0,99.0,2.0,2.0
19437,True,brooklyn,True,flexible,entire,163.0,33.0,7.0,3.0
19438,True,brooklyn,True,flexible,sharedr,296.0,59.0,2.0,4.0
19439,True,brooklyn,True,moderate,entire,1010.0,202.0,1.0,5.0
19440,True,brooklyn,True,strict,privater,187.0,37.0,7.0,4.0
19441,False,manhattan,False,strict,entire,567.0,113.0,15.0,2.0
19442,False,queens,False,strict,privater,1129.0,226.0,3.0,3.0
19443,True,queens,True,moderate,privater,907.0,181.0,2.0,3.0
19444,False,brooklyn,False,strict,privater,195.0,39.0,2.0,3.0
19445,False,manhattan,False,strict,entire,131.0,26.0,30.0,2.0
19446,False,brooklyn,True,moderate,privater,694.0,139.0,23.0,2.0
19447,True,queens,False,strict,entire,1051.0,210.0,10.0,2.0
19448,False,manhattan,True,strict,entire,844.0,169.0,7.0,3.0
19449,True,queens,False,moderate,privater,813.0,163.0,2.0,3.0
19450,False,brooklyn,True,strict,entire,402.0,80.0,3.0,3.0
19451,False,manhattan,False,strict,entire,543.0,109.0,30.0,4.0
19452,True,manhattan,True,strict,entire,146.0,29.0,30.0,5.0
19453,False,brooklyn,True,moderate,privater,684.0,137.0,2.0,4.0
19454,True,manhattan,False,strict,entire,311.0,62.0,1.0,2.0
19455,False,manhattan,True,strict,privater,466.0,93.0,1.0,5.0
19456,False,brooklyn,True,moderate,entire,1001.0,200.0,10.0,5.0
19457,True,manhattan,True,strict,entire,658.0,132.0,30.0,2.0
19458,False,manhattan,False,moderate,privater,227.0,45.0,20.0,4.0
19459,False,brooklyn,True,flexible,entire,807.0,161.0,4.0,2.0
19460,False,manhattan,True,strict,entire,472.0,94.0,21.0,4.0
19461,False,queens,False,flexible,entire,664.0,133.0,3.0,4.0
19462,False,manhattan,True,flexible,entire,591.0,118.0,4.0,3.0
19463,True,manhattan,False,moderate,privater,1196.0,239.0,30.0,3.0
19464,True,brooklyn,True,flexible,privater,70.0,14.0,2.0,4.0
19465,False,manhattan,True,strict,entire,314.0,63.0,6.0,5.0
19466,False,queens,True,moderate,entire,1180.0,236.0,3.0,3.0
19467,False,manhattan,True,flexible,privater,1142.0,228.0,2.0,4.0
19468,False,manhattan,True,moderate,privater,1138.0,228.0,2.0,3.0
19469,False,manhattan,True,strict,entire,277.0,55.0,6.0,3.0
19470,True,manhattan,False,moderate,entire,941.0,188.0,30.0,2.0
19471,True,queens,True,moderate,entire,921.0,184.0,4.0,4.0
19472,True,queens,False,moderate,entire,93.0,19.0,2.0,3.0
19473,True,bronx,False,flexible,privater,630.0,126.0,14.0,2.0
19474,False,bronx,False,moderate,privater,908.0,182.0,1.0,4.0
19475,True,brooklyn,False,moderate,entire,646.0,129.0,4.0,2.0
19476,True,queens,True,flexible,privater,106.0,21.0,14.0,2.0
19477,True,bronx,True,flexible,privater,967.0,193.0,3.0,5.0
19478,True,bronx,True,moderate,privater,598.0,120.0,3.0,4.0
19479,True,manhattan,False,moderate,entire,587.0,117.0,3.0,3.0
19480,True,brooklyn,False,flexible,entire,1028.0,206.0,3.0,2.0
19481,True,manhattan,False,flexible,privater,689.0,138.0,2.0,3.0
19482,True,manhattan,True,strict,entire,201.0,40.0,7.0,5.0
19483,True,manhattan,True,flexible,entire,620.0,124.0,4.0,5.0
19484,False,brooklyn,True,flexible,privater,1073.0,215.0,2.0,4.0
19485,True,queens,False,strict,privater,226.0,45.0,1.0,2.0
19486,True,brooklyn,False,strict,privater,425.0,85.0,20.0,5.0
19487,False,brooklyn,False,moderate,entire,585.0,117.0,4.0,3.0
19488,True,brooklyn,True,flexible,privater,740.0,148.0,3.0,5.0
19489,True,manhattan,False,moderate,privater,1084.0,217.0,3.0,3.0
19490,True,manhattan,True,moderate,entire,90.0,18.0,3.0,5.0
19491,True,queens,True,strict,privater,979.0,196.0,2.0,5.0
19492,False,manhattan,False,strict,entire,1117.0,223.0,31.0,2.0
19493,False,brooklyn,True,flexible,entire,781.0,156.0,7.0,3.0
19494,True,brooklyn,False,moderate,privater,707.0,141.0,1.0,2.0
19495,True,queens,False,moderate,entire,660.0,132.0,1.0,4.0
19496,False,queens,False,moderate,privater,239.0,48.0,2.0,3.0
19497,True,brooklyn,True,flexible,entire,608.0,122.0,3.0,5.0
19498,True,brooklyn,False,strict,privater,555.0,111.0,1.0,2.0
19499,False,manhattan,False,moderate,privater,1006.0,201.0,3.0,4.0
19500,True,manhattan,False,moderate,entire,1125.0,225.0,2.0,4.0
19501,False,manhattan,True,moderate,entire,557.0,111.0,7.0,4.0
19502,True,brooklyn,True,strict,privater,1100.0,220.0,2.0,5.0
19503,False,queens,True,moderate,privater,280.0,56.0,3.0,2.0
19504,True,brooklyn,False,strict,entire,914.0,183.0,1.0,4.0
19505,True,manhattan,False,moderate,entire,181.0,36.0,30.0,2.0
19506,True,brooklyn,True,flexible,privater,1135.0,227.0,30.0,3.0
19507,False,queens,True,strict,privater,801.0,160.0,3.0,4.0
19508,True,brooklyn,False,flexible,entire,874.0,175.0,6.0,3.0
19509,False,brooklyn,True,strict,privater,677.0,135.0,1.0,5.0
19510,True,queens,False,moderate,privater,1129.0,226.0,1.0,4.0
19511,True,queens,False,flexible,entire,1119.0,224.0,1.0,5.0
19512,True,brooklyn,True,moderate,entire,621.0,124.0,3.0,4.0
19513,False,manhattan,True,flexible,entire,724.0,145.0,2.0,2.0
19514,True,manhattan,True,flexible,entire,949.0,190.0,2.0,4.0
19515,False,queens,True,moderate,privater,360.0,72.0,1.0,4.0
19516,False,brooklyn,True,strict,entire,1173.0,235.0,4.0,3.0
19517,True,manhattan,True,strict,entire,420.0,84.0,5.0,2.0
19518,True,brooklyn,True,strict,privater,315.0,63.0,3.0,4.0
19519,False,brooklyn,True,strict,privater,591.0,118.0,1.0,4.0
19520,True,manhattan,True,flexible,entire,866.0,173.0,4.0,2.0
19521,True,brooklyn,True,moderate,entire,990.0,198.0,3.0,2.0
19522,False,manhattan,False,strict,entire,796.0,159.0,1.0,4.0
19523,False,brooklyn,True,strict,entire,443.0,89.0,3.0,2.0
19524,False,queens,True,moderate,privater,807.0,161.0,1.0,2.0
19525,True,brooklyn,True,moderate,privater,388.0,78.0,10.0,3.0
19526,True,queens,True,strict,privater,498.0,100.0,2.0,2.0
19527,False,manhattan,True,flexible,privater,890.0,178.0,1.0,4.0
19528,True,queens,False,strict,privater,359.0,72.0,8.0,4.0
19529,True,bronx,True,moderate,privater,570.0,114.0,2.0,4.0
19530,False,manhattan,False,flexible,sharedr,1184.0,237.0,3.0,2.0
19531,True,manhattan,False,strict,entire,266.0,53.0,2.0,4.0
19532,True,queens,True,moderate,privater,533.0,107.0,3.0,3.0
19533,True,brooklyn,True,moderate,entire,564.0,113.0,5.0,4.0
19534,False,manhattan,True,strict,entire,827.0,165.0,10.0,2.0
19535,True,brooklyn,True,flexible,entire,1008.0,202.0,13.0,4.0
19536,False,manhattan,False,flexible,entire,1182.0,236.0,12.0,4.0
19537,True,brooklyn,False,flexible,entire,745.0,149.0,3.0,2.0
19538,True,brooklyn,True,flexible,entire,959.0,192.0,4.0,2.0
19539,False,brooklyn,True,moderate,entire,56.0,11.0,2.0,5.0
19540,False,manhattan,False,strict,privater,1010.0,202.0,2.0,3.0
19541,True,manhattan,True,moderate,sharedr,640.0,128.0,2.0,4.0
19542,False,manhattan,True,flexible,entire,842.0,168.0,4.0,4.0
19543,False,brooklyn,True,flexible,privater,673.0,135.0,2.0,2.0
19544,True,brooklyn,False,strict,entire,571.0,114.0,5.0,5.0
19545,False,brooklyn,True,moderate,entire,1039.0,208.0,3.0,5.0
19546,True,manhattan,True,flexible,entire,235.0,47.0,3.0,5.0
19547,False,brooklyn,False,flexible,entire,890.0,178.0,1.0,4.0
19548,True,manhattan,True,flexible,entire,492.0,98.0,5.0,4.0
19549,False,manhattan,False,strict,entire,574.0,115.0,28.0,2.0
19550,False,queens,True,strict,privater,1081.0,216.0,4.0,5.0
19551,True,queens,True,moderate,privater,1136.0,227.0,1.0,5.0
19552,True,brooklyn,False,flexible,privater,495.0,99.0,30.0,3.0
19553,True,brooklyn,True,flexible,privater,225.0,45.0,1.0,4.0
19554,False,queens,True,strict,entire,608.0,122.0,2.0,4.0
19555,True,queens,False,flexible,privater,620.0,124.0,3.0,5.0
19556,True,manhattan,True,strict,privater,1168.0,234.0,3.0,5.0
19557,False,brooklyn,True,moderate,entire,687.0,137.0,4.0,3.0
19558,True,brooklyn,True,moderate,entire,849.0,170.0,6.0,4.0
19559,False,manhattan,True,moderate,entire,605.0,121.0,30.0,5.0
19560,False,queens,True,moderate,entire,313.0,63.0,3.0,4.0
19561,True,manhattan,False,moderate,entire,1063.0,213.0,7.0,4.0
19562,True,manhattan,False,moderate,entire,309.0,62.0,30.0,2.0
19563,False,manhattan,True,moderate,entire,148.0,30.0,30.0,3.0
19564,False,brooklyn,True,flexible,entire,192.0,38.0,6.0,2.0
19565,True,manhattan,False,strict,privater,802.0,160.0,2.0,3.0
19566,False,brooklyn,False,strict,privater,1168.0,234.0,2.0,4.0
19567,True,brooklyn,False,strict,entire,1068.0,214.0,3.0,5.0
19568,False,brooklyn,False,strict,privater,536.0,107.0,5.0,4.0
19569,False,bronx,True,moderate,privater,956.0,191.0,6.0,2.0
19570,False,manhattan,True,flexible,entire,338.0,68.0,3.0,2.0
19571,False,brooklyn,True,moderate,entire,465.0,93.0,30.0,2.0
19572,False,brooklyn,False,strict,entire,76.0,15.0,3.0,5.0
19573,True,manhattan,False,flexible,privater,141.0,28.0,1.0,5.0
19574,True,brooklyn,True,strict,entire,559.0,112.0,30.0,5.0
19575,False,queens,False,flexible,privater,150.0,30.0,5.0,5.0
19576,True,manhattan,True,moderate,entire,771.0,154.0,5.0,5.0
19577,False,manhattan,True,flexible,entire,141.0,28.0,30.0,3.0
19578,True,brooklyn,False,moderate,entire,1058.0,212.0,2.0,2.0
19579,False,brooklyn,False,flexible,privater,397.0,79.0,2.0,2.0
19580,False,queens,False,moderate,privater,960.0,192.0,3.0,2.0
19581,True,queens,False,flexible,entire,844.0,169.0,7.0,5.0
19582,True,brooklyn,False,flexible,entire,1131.0,226.0,2.0,3.0
19583,False,brooklyn,True,moderate,entire,637.0,127.0,30.0,5.0
19584,False,brooklyn,True,strict,privater,315.0,63.0,30.0,4.0
19585,True,manhattan,True,flexible,entire,444.0,89.0,30.0,5.0
19586,False,queens,True,moderate,privater,717.0,143.0,2.0,3.0
19587,False,brooklyn,True,strict,entire,1097.0,219.0,30.0,4.0
19588,False,brooklyn,True,flexible,privater,843.0,169.0,3.0,4.0
19589,False,manhattan,True,moderate,entire,730.0,146.0,5.0,3.0
19590,False,brooklyn,True,moderate,privater,833.0,167.0,7.0,5.0
19591,False,staten,False,strict,entire,741.0,148.0,1.0,5.0
19592,True,manhattan,True,moderate,privater,618.0,124.0,4.0,4.0
19593,False,queens,True,strict,privater,264.0,53.0,4.0,2.0
19594,True,brooklyn,True,moderate,privater,979.0,196.0,2.0,5.0
19595,False,manhattan,False,strict,entire,747.0,149.0,30.0,4.0
19596,False,brooklyn,True,moderate,privater,721.0,144.0,3.0,5.0
19597,True,manhattan,False,strict,entire,726.0,145.0,30.0,3.0
19598,True,manhattan,True,flexible,entire,188.0,38.0,29.0,5.0
19599,False,queens,False,flexible,privater,150.0,30.0,2.0,4.0
19600,True,manhattan,True,moderate,entire,1100.0,220.0,30.0,5.0
19601,False,queens,False,strict,privater,511.0,102.0,3.0,4.0
19602,False,manhattan,False,flexible,privater,426.0,85.0,1.0,2.0
19603,False,manhattan,False,moderate,entire,617.0,123.0,14.0,5.0
19604,True,manhattan,True,strict,entire,1046.0,209.0,30.0,3.0
19605,True,brooklyn,False,strict,entire,718.0,144.0,3.0,2.0
19606,False,staten,False,moderate,entire,666.0,133.0,1.0,2.0
19607,True,brooklyn,False,strict,entire,1157.0,231.0,3.0,2.0
19608,True,brooklyn,False,moderate,privater,649.0,130.0,6.0,5.0
19609,True,queens,False,strict,entire,222.0,44.0,1.0,4.0
19610,True,brooklyn,True,strict,privater,1096.0,219.0,1.0,4.0
19611,False,brooklyn,True,moderate,entire,223.0,45.0,5.0,5.0
19612,True,brooklyn,False,moderate,privater,837.0,167.0,30.0,5.0
19613,False,manhattan,True,flexible,entire,1080.0,216.0,3.0,5.0
19614,False,staten,False,flexible,entire,287.0,57.0,7.0,2.0
19615,False,brooklyn,True,moderate,entire,276.0,55.0,5.0,2.0
19616,True,manhattan,False,strict,entire,612.0,122.0,1.0,4.0
19617,False,manhattan,False,flexible,entire,902.0,180.0,30.0,5.0
19618,False,brooklyn,False,flexible,privater,761.0,152.0,1.0,2.0
19619,False,queens,False,moderate,privater,909.0,182.0,7.0,2.0
19620,True,brooklyn,True,moderate,privater,599.0,120.0,5.0,3.0
19621,False,brooklyn,False,flexible,entire,633.0,127.0,5.0,5.0
19622,False,queens,True,flexible,privater,867.0,173.0,3.0,2.0
19623,False,brooklyn,True,flexible,privater,852.0,170.0,3.0,3.0
19624,False,queens,True,strict,entire,362.0,72.0,3.0,4.0
19625,True,manhattan,True,moderate,entire,925.0,185.0,30.0,5.0
19626,True,brooklyn,True,flexible,entire,997.0,199.0,2.0,2.0
19627,False,queens,True,strict,privater,678.0,136.0,2.0,2.0
19628,True,manhattan,False,flexible,privater,929.0,186.0,4.0,3.0
19629,False,brooklyn,False,strict,entire,306.0,61.0,5.0,3.0
19630,True,queens,True,strict,privater,1164.0,233.0,5.0,4.0
19631,True,manhattan,True,flexible,privater,458.0,92.0,1.0,2.0
19632,False,brooklyn,False,strict,entire,1043.0,209.0,2.0,4.0
19633,False,queens,True,strict,privater,851.0,170.0,30.0,4.0
19634,True,queens,True,flexible,entire,943.0,189.0,1.0,2.0
19635,True,manhattan,False,flexible,entire,923.0,185.0,30.0,4.0
19636,True,brooklyn,True,strict,privater,283.0,57.0,2.0,3.0
19637,False,queens,False,strict,entire,890.0,178.0,2.0,2.0
19638,False,brooklyn,False,strict,entire,275.0,55.0,3.0,3.0
19639,False,brooklyn,True,flexible,entire,695.0,139.0,30.0,5.0
19640,True,brooklyn,True,moderate,privater,820.0,164.0,1.0,2.0
19641,False,queens,False,moderate,privater,694.0,139.0,1.0,3.0
19642,False,brooklyn,True,moderate,entire,561.0,112.0,3.0,4.0
19643,True,brooklyn,True,flexible,privater,580.0,116.0,3.0,4.0
19644,True,manhattan,True,moderate,privater,177.0,35.0,1.0,3.0
19645,True,queens,False,flexible,privater,981.0,196.0,1.0,4.0
19646,False,bronx,False,moderate,entire,576.0,115.0,3.0,4.0
19647,False,brooklyn,True,strict,entire,1004.0,201.0,30.0,2.0
19648,True,manhattan,False,strict,entire,1063.0,213.0,5.0,3.0
19649,True,brooklyn,True,moderate,entire,477.0,95.0,3.0,5.0
19650,False,bronx,False,strict,entire,446.0,89.0,2.0,3.0
19651,False,brooklyn,False,moderate,privater,342.0,68.0,3.0,3.0
19652,True,manhattan,True,flexible,entire,697.0,139.0,4.0,2.0
19653,True,brooklyn,False,moderate,privater,283.0,57.0,10.0,3.0
19654,False,brooklyn,False,flexible,entire,628.0,126.0,4.0,5.0
19655,False,queens,True,flexible,privater,812.0,162.0,30.0,5.0
19656,False,brooklyn,False,flexible,entire,851.0,170.0,4.0,2.0
19657,False,queens,True,strict,privater,863.0,173.0,4.0,4.0
19658,False,brooklyn,True,flexible,privater,913.0,183.0,3.0,2.0
19659,True,brooklyn,True,moderate,entire,676.0,135.0,3.0,5.0
19660,False,manhattan,False,flexible,entire,297.0,59.0,3.0,2.0
19661,True,manhattan,False,moderate,privater,949.0,190.0,2.0,2.0
19662,True,queens,True,flexible,privater,257.0,51.0,1.0,4.0
19663,False,queens,False,flexible,privater,782.0,156.0,1.0,2.0
19664,True,queens,False,moderate,privater,112.0,22.0,1.0,5.0
19665,True,brooklyn,False,flexible,privater,799.0,160.0,2.0,4.0
19666,True,queens,True,moderate,privater,368.0,74.0,30.0,2.0
19667,False,brooklyn,False,moderate,privater,586.0,117.0,2.0,4.0
19668,False,brooklyn,True,flexible,entire,493.0,99.0,30.0,2.0
19669,False,manhattan,True,strict,entire,702.0,140.0,30.0,4.0
19670,False,manhattan,False,flexible,entire,95.0,19.0,5.0,5.0
19671,True,brooklyn,True,moderate,entire,472.0,94.0,7.0,4.0
19672,True,brooklyn,True,flexible,privater,918.0,184.0,10.0,3.0
19673,False,bronx,False,moderate,entire,1066.0,213.0,4.0,4.0
19674,True,brooklyn,True,strict,privater,375.0,75.0,1.0,3.0
19675,True,queens,False,moderate,entire,1071.0,214.0,3.0,5.0
19676,True,brooklyn,True,moderate,entire,1183.0,237.0,2.0,4.0
19677,True,queens,True,strict,entire,1186.0,237.0,3.0,5.0
19678,True,manhattan,True,flexible,privater,575.0,115.0,2.0,5.0
19679,True,queens,True,strict,entire,1140.0,228.0,3.0,3.0
19680,True,brooklyn,True,flexible,entire,1054.0,211.0,5.0,2.0
19681,False,manhattan,True,moderate,entire,625.0,125.0,3.0,2.0
19682,True,manhattan,True,strict,entire,952.0,190.0,30.0,5.0
19683,True,brooklyn,False,moderate,privater,556.0,111.0,3.0,2.0
19684,True,queens,True,strict,privater,736.0,147.0,2.0,4.0
19685,True,manhattan,False,flexible,privater,791.0,158.0,5.0,5.0
19686,True,manhattan,False,strict,entire,1196.0,239.0,30.0,3.0
19687,True,manhattan,False,strict,entire,129.0,26.0,3.0,2.0
19688,False,queens,True,moderate,entire,624.0,125.0,28.0,2.0
19689,False,brooklyn,True,flexible,entire,152.0,30.0,5.0,5.0
19690,False,brooklyn,False,flexible,entire,1195.0,239.0,5.0,2.0
